,customer_id,product_id,purchase_date,page_views,time_spent,category,price,ratings,total_page_views,average_time_spent,total_purchases,recency_of_purchase,average_rating_purchased,average_price_purchased,purchase_month
235,33,109,2023-03-01 00:00:00,24,118,Music,379,3.1,264,118.0,7,301,3.7818181818181817,409.09090909090907,3
236,12,109,2023-07-06 00:00:00,18,125,Music,379,3.1,162,125.0,6,174,3.6555555555555554,258.55555555555554,7
237,85,103,2023-10-02 00:00:00,25,142,Home & Kitchen,200,4.2,200,142.0,6,86,4.0125,562.75,10
238,11,102,2023-01-13 00:00:00,26,124,Clothing,50,3.8,312,124.0,5,348,3.7916666666666665,405.0,1
239,55,101,2023-10-11 00:00:00,22,120,Electronics,500,4.5,220,120.0,7,77,3.8299999999999996,448.1,10
240,38,109,2023-01-11 00:00:00,18,118,Music,379,3.1,180,118.0,6,350,3.62,290.8,1
241,29,108,2023-09-30 00:00:00,29,113,Sports,727,3.6,261,113.0,7,88,3.7333333333333334,508.77777777777777,9
242,3,108,2023-10-11 00:00:00,30,150,Sports,727,3.6,240,150.0,5,77,3.7125,496.25,10
243,28,101,2023-05-05 00:00:00,22,95,Electronics,500,4.5,132,95.0,4,236,3.8333333333333335,248.66666666666666,5
244,84,105,2023-09-20 00:00:00,24,136,Electronics,800,4.8,336,136.0,8,98,4.128571428571428,385.85714285714283,9
245,90,109,2023-01-01 00:00:00,16,89,Music,379,3.1,176,89.0,6,360,3.9181818181818184,370.09090909090907,1
246,24,101,2023-01-08 00:00:00,25,123,Electronics,500,4.5,250,123.0,6,353,4.13,470.0,1
247,54,105,2023-06-03 00:00:00,29,128,Electronics,800,4.8,406,128.0,7,207,4.171428571428572,385.42857142857144,6
248,52,106,2023-03-09 00:00:00,18,93,Automotive,855,4.2,216,93.0,6,293,3.891666666666667,389.3333333333333,3
249,47,108,2023-11-12 00:00:00,18,123,Sports,727,3.6,234,123.0,8,45,3.8307692307692305,379.61538461538464,11
250,21,103,2023-09-06 00:00:00,23,114,Home & Kitchen,200,4.2,345,114.0,8,112,4.073333333333333,369.46666666666664,9
251,54,105,2023-08-02 00:00:00,29,128,Electronics,800,4.8,406,128.0,7,147,4.171428571428572,385.42857142857144,8
252,30,110,2023-04-24 00:00:00,23,103,Toys,29,3.5,299,103.0,10,247,3.930769230769231,395.38461538461536,4
253,68,108,2023-09-04 00:00:00,26,109,Sports,727,3.6,416,109.0,9,114,3.975,538.4375,9
254,36,106,2023-07-20 00:00:00,24,86,Automotive,855,4.2,336,86.0,7,160,3.935714285714286,435.7857142857143,7
255,40,101,2023-04-22 00:00:00,18,131,Electronics,500,4.5,216,131.0,7,249,4.166666666666667,462.8333333333333,4
256,10,105,2023-06-16 00:00:00,18,147,Electronics,800,4.8,180,147.0,6,194,3.9799999999999995,519.7,6
257,74,110,2023-06-14 00:00:00,15,106,Toys,29,3.5,165,106.0,9,196,3.8363636363636364,357.0,6
258,42,105,2023-03-10 00:00:00,29,109,Electronics,800,4.8,290,109.0,7,292,4.21,531.6,3
259,24,101,2023-04-02 00:00:00,25,123,Electronics,500,4.5,250,123.0,6,269,4.13,470.0,4
260,4,103,2023-09-27 00:00:00,15,80,Home & Kitchen,200,4.2,240,80.0,6,91,4.04375,282.125,9
261,47,106,2023-05-22 00:00:00,18,123,Automotive,855,4.2,234,123.0,8,219,3.8307692307692305,379.61538461538464,5
262,91,106,2023-11-25 00:00:00,22,142,Automotive,855,4.2,198,142.0,6,32,4.144444444444444,635.6666666666666,11
263,51,104,2023-05-15 00:00:00,28,98,Beauty,30,4.0,224,98.0,6,226,4.0875,447.75,5
264,4,101,2023-12-17 00:00:00,15,80,Electronics,500,4.5,240,80.0,6,10,4.04375,282.125,12
265,32,101,2023-05-21 00:00:00,20,85,Electronics,500,4.5,140,85.0,5,220,3.914285714285714,508.57142857142856,5
266,10,102,2023-04-09 00:00:00,18,147,Clothing,50,3.8,180,147.0,6,262,3.9799999999999995,519.7,4
267,11,110,2023-08-21 00:00:00,26,124,Toys,29,3.5,312,124.0,5,128,3.7916666666666665,405.0,8
268,28,110,2023-01-17 00:00:00,22,95,Toys,29,3.5,132,95.0,4,344,3.8333333333333335,248.66666666666666,1
269,46,103,2023-09-19 00:00:00,17,145,Home & Kitchen,200,4.2,153,145.0,6,99,3.9000000000000004,501.3333333333333,9
270,72,102,2023-02-10 00:00:00,17,116,Clothing,50,3.8,204,116.0,7,320,3.783333333333333,243.58333333333334,2
271,40,101,2023-07-01 00:00:00,18,131,Electronics,500,4.5,216,131.0,7,179,4.166666666666667,462.8333333333333,7
272,62,102,2023-10-06 00:00:00,30,139,Clothing,50,3.8,240,139.0,6,82,3.7624999999999997,548.75,10
273,86,107,2023-12-24 00:00:00,25,136,Books,783,3.8,175,136.0,6,3,3.685714285714286,421.57142857142856,12
274,98,104,2023-01-24 00:00:00,29,102,Beauty,30,4.0,232,102.0,5,337,4.1875,485.375,1
275,45,105,2023-09-09 00:00:00,15,133,Electronics,800,4.8,105,133.0,5,109,4.228571428571429,415.57142857142856,9
276,35,104,2023-08-24 00:00:00,23,90,Beauty,30,4.0,230,90.0,6,125,3.8,256.4,8
277,35,107,2023-07-07 00:00:00,23,90,Books,783,3.8,230,90.0,6,173,3.8,256.4,7
278,89,105,2023-02-04 00:00:00,16,137,Electronics,800,4.8,176,137.0,7,326,4.245454545454546,635.8181818181819,2
279,34,103,2023-12-11 00:00:00,28,81,Home & Kitchen,200,4.2,364,81.0,8,16,4.023076923076923,546.0,12
280,6,104,2023-03-18 00:00:00,27,119,Beauty,30,4.0,324,119.0,5,284,3.8166666666666664,272.75,3
281,37,107,2023-01-18 00:00:00,19,86,Books,783,3.8,266,86.0,8,343,4.071428571428571,504.85714285714283,1
282,1,104,2023-04-06 00:00:00,25,120,Beauty,30,4.0,500,120.0,9,265,4.04,471.7,4
283,76,104,2023-02-18 00:00:00,20,87,Beauty,30,4.0,160,87.0,7,312,4.0625,403.25,2
284,35,109,2023-10-21 00:00:00,23,90,Music,379,3.1,230,90.0,6,67,3.8,256.4,10
285,70,102,2023-01-01 00:00:00,22,99,Clothing,50,3.8,330,99.0,8,360,3.9466666666666668,341.06666666666666,1
286,54,104,2023-04-24 00:00:00,29,128,Beauty,30,4.0,406,128.0,7,247,4.171428571428572,385.42857142857144,4
287,81,104,2023-12-31 00:00:00,16,141,Beauty,30,4.0,240,141.0,9,-4,3.966666666666667,396.1333333333333,12
288,63,102,2023-01-05 00:00:00,25,112,Clothing,50,3.8,225,112.0,6,356,3.711111111111111,411.77777777777777,1
289,9,106,2023-04-06 00:00:00,15,98,Automotive,855,4.2,120,98.0,5,265,3.9375,511.625,4
290,62,104,2023-05-08 00:00:00,30,139,Beauty,30,4.0,240,139.0,6,233,3.7624999999999997,548.75,5
291,2,107,2023-01-11 00:00:00,20,90,Books,783,3.8,160,90.0,5,350,3.9375,404.625,1
292,82,105,2023-10-13 00:00:00,30,147,Electronics,800,4.8,360,147.0,7,75,4.133333333333334,501.75,10
293,36,109,2023-12-20 00:00:00,24,86,Music,379,3.1,336,86.0,7,7,3.935714285714286,435.7857142857143,12
294,92,106,2023-12-28 00:00:00,24,113,Automotive,855,4.2,360,113.0,8,-1,3.9266666666666667,363.73333333333335,12
295,41,108,2023-08-29 00:00:00,20,82,Sports,727,3.6,180,82.0,6,120,3.7666666666666666,293.77777777777777,8
296,37,102,2023-01-14 00:00:00,19,86,Clothing,50,3.8,266,86.0,8,347,4.071428571428571,504.85714285714283,1
297,49,109,2023-10-03 00:00:00,16,127,Music,379,3.1,160,127.0,8,85,3.9799999999999995,476.7,10
298,26,103,2023-02-11 00:00:00,21,146,Home & Kitchen,200,4.2,189,146.0,8,319,3.933333333333333,363.3333333333333,2
299,68,101,2023-07-24 00:00:00,26,109,Electronics,500,4.5,416,109.0,9,156,3.975,538.4375,7
300,36,101,2023-02-21 00:00:00,24,86,Electronics,500,4.5,336,86.0,7,309,3.935714285714286,435.7857142857143,2
301,31,105,2023-04-18 00:00:00,16,92,Electronics,800,4.8,192,92.0,6,253,4.016666666666667,312.9166666666667,4
302,30,103,2023-05-25 00:00:00,23,103,Home & Kitchen,200,4.2,299,103.0,10,216,3.930769230769231,395.38461538461536,5
303,34,102,2023-08-31 00:00:00,28,81,Clothing,50,3.8,364,81.0,8,118,4.023076923076923,546.0,8
304,19,103,2023-01-15 00:00:00,22,150,Home & Kitchen,200,4.2,242,150.0,7,346,3.9454545454545453,356.45454545454544,1
305,18,103,2023-06-14 00:00:00,19,137,Home & Kitchen,200,4.2,133,137.0,5,196,4.214285714285714,390.42857142857144,6
306,94,104,2023-04-25 00:00:00,18,96,Beauty,30,4.0,180,96.0,4,246,4.15,217.9,4
307,85,105,2023-05-13 00:00:00,25,142,Electronics,800,4.8,200,142.0,6,228,4.0125,562.75,5
308,3,108,2023-10-31 00:00:00,30,150,Sports,727,3.6,240,150.0,5,57,3.7125,496.25,10
309,70,106,2023-11-02 00:00:00,22,99,Automotive,855,4.2,330,99.0,8,55,3.9466666666666668,341.06666666666666,11
310,13,102,2023-09-12 00:00:00,22,134,Clothing,50,3.8,264,134.0,7,106,4.083333333333333,430.1666666666667,9
311,45,104,2023-10-28 00:00:00,15,133,Beauty,30,4.0,105,133.0,5,60,4.228571428571429,415.57142857142856,10
312,67,102,2023-03-11 00:00:00,29,144,Clothing,50,3.8,261,144.0,6,291,3.811111111111111,444.1111111111111,3
313,92,101,2023-12-27 00:00:00,24,113,Electronics,500,4.5,360,113.0,8,0,3.9266666666666667,363.73333333333335,12
314,86,102,2023-09-30 00:00:00,25,136,Clothing,50,3.8,175,136.0,6,88,3.685714285714286,421.57142857142856,9
315,40,105,2023-09-30 00:00:00,18,131,Electronics,800,4.8,216,131.0,7,88,4.166666666666667,462.8333333333333,9
316,40,101,2023-09-24 00:00:00,18,131,Electronics,500,4.5,216,131.0,7,94,4.166666666666667,462.8333333333333,9
317,76,103,2023-01-06 00:00:00,20,87,Home & Kitchen,200,4.2,160,87.0,7,355,4.0625,403.25,1
318,23,102,2023-03-09 00:00:00,27,100,Clothing,50,3.8,216,100.0,7,293,4.0125,273.5,3
319,31,104,2023-06-16 00:00:00,16,92,Beauty,30,4.0,192,92.0,6,194,4.016666666666667,312.9166666666667,6
320,18,102,2023-10-02 00:00:00,19,137,Clothing,50,3.8,133,137.0,5,86,4.214285714285714,390.42857142857144,10
321,71,105,2023-04-05 00:00:00,27,85,Electronics,800,4.8,270,85.0,6,266,4.39,644.3,4
322,72,108,2023-10-15 00:00:00,17,116,Sports,727,3.6,204,116.0,7,73,3.783333333333333,243.58333333333334,10
323,19,106,2023-02-17 00:00:00,22,150,Automotive,855,4.2,242,150.0,7,313,3.9454545454545453,356.45454545454544,2
324,93,107,2023-10-05 00:00:00,24,84,Books,783,3.8,240,84.0,5,83,4.01,371.5,10
325,44,110,2023-02-25 00:00:00,30,85,Toys,29,3.5,390,85.0,8,305,3.8153846153846156,412.15384615384613,2
326,84,103,2023-11-27 00:00:00,24,136,Home & Kitchen,200,4.2,336,136.0,8,30,4.128571428571428,385.85714285714283,11
327,50,106,2023-04-19 00:00:00,18,101,Automotive,855,4.2,162,101.0,6,252,3.8000000000000003,336.6666666666667,4
328,42,103,2023-02-01 00:00:00,29,109,Home & Kitchen,200,4.2,290,109.0,7,329,4.21,531.6,2
329,94,103,2023-03-25 00:00:00,18,96,Home & Kitchen,200,4.2,180,96.0,4,277,4.15,217.9,3
330,47,102,2023-03-08 00:00:00,18,123,Clothing,50,3.8,234,123.0,8,294,3.8307692307692305,379.61538461538464,3
331,22,104,2023-05-28 00:00:00,23,130,Beauty,30,4.0,184,130.0,5,213,3.9,237.5,5
332,74,109,2023-06-09 00:00:00,15,106,Music,379,3.1,165,106.0,9,201,3.8363636363636364,357.0,6
333,90,104,2023-10-03 00:00:00,16,89,Beauty,30,4.0,176,89.0,6,85,3.9181818181818184,370.09090909090907,10
334,97,101,2023-10-23 00:00:00,26,87,Electronics,500,4.5,208,87.0,4,65,3.725,614.125,10
335,92,108,2023-03-03 00:00:00,24,113,Sports,727,3.6,360,113.0,8,299,3.9266666666666667,363.73333333333335,3
336,74,104,2023-04-08 00:00:00,15,106,Beauty,30,4.0,165,106.0,9,263,3.8363636363636364,357.0,4
337,29,109,2023-09-02 00:00:00,29,113,Music,379,3.1,261,113.0,7,116,3.7333333333333334,508.77777777777777,9
338,82,103,2023-08-25 00:00:00,30,147,Home & Kitchen,200,4.2,360,147.0,7,124,4.133333333333334,501.75,8
339,59,105,2023-08-11 00:00:00,24,95,Electronics,800,4.8,312,95.0,8,138,3.9538461538461536,431.38461538461536,8
340,1,104,2023-05-03 00:00:00,25,120,Beauty,30,4.0,500,120.0,9,238,4.04,471.7,5
341,87,102,2023-07-10 00:00:00,30,128,Clothing,50,3.8,240,128.0,6,170,4.3125,511.25,7
342,64,107,2023-07-24 00:00:00,19,142,Books,783,3.8,114,142.0,5,156,3.9499999999999997,662.8333333333334,7
343,17,106,2023-03-22 00:00:00,17,86,Automotive,855,4.2,119,86.0,4,280,3.685714285714286,449.14285714285717,3
344,37,109,2023-05-15 00:00:00,19,86,Music,379,3.1,266,86.0,8,226,4.071428571428571,504.85714285714283,5
345,95,105,2023-10-29 00:00:00,21,142,Electronics,800,4.8,273,142.0,7,59,3.9076923076923076,393.38461538461536,10
346,25,104,2023-06-08 00:00:00,16,80,Beauty,30,4.0,176,80.0,7,202,3.8818181818181823,315.8181818181818,6
347,64,107,2023-03-18 00:00:00,19,142,Books,783,3.8,114,142.0,5,284,3.9499999999999997,662.8333333333334,3
348,68,106,2023-07-01 00:00:00,26,109,Automotive,855,4.2,416,109.0,9,179,3.975,538.4375,7
349,52,104,2023-04-01 00:00:00,18,93,Beauty,30,4.0,216,93.0,6,270,3.891666666666667,389.3333333333333,4
350,9,108,2023-05-15 00:00:00,15,98,Sports,727,3.6,120,98.0,5,226,3.9375,511.625,5
351,57,109,2023-05-01 00:00:00,16,110,Music,379,3.1,128,110.0,7,240,3.7625,506.25,5
352,92,109,2023-05-11 00:00:00,24,113,Music,379,3.1,360,113.0,8,230,3.9266666666666667,363.73333333333335,5
353,94,104,2023-06-04 00:00:00,18,96,Beauty,30,4.0,180,96.0,4,206,4.15,217.9,6
354,88,108,2023-08-27 00:00:00,23,97,Sports,727,3.6,322,97.0,8,122,3.8214285714285716,472.64285714285717,8
355,33,109,2023-10-09 00:00:00,24,118,Music,379,3.1,264,118.0,7,79,3.7818181818181817,409.09090909090907,10
356,20,106,2023-01-14 00:00:00,21,99,Automotive,855,4.2,210,99.0,8,347,3.97,505.6,1
357,73,108,2023-08-08 00:00:00,15,85,Sports,727,3.6,165,85.0,8,141,3.872727272727273,436.3636363636364,8
358,72,103,2023-03-04 00:00:00,17,116,Home & Kitchen,200,4.2,204,116.0,7,298,3.783333333333333,243.58333333333334,3
359,88,108,2023-02-27 00:00:00,23,97,Sports,727,3.6,322,97.0,8,303,3.8214285714285716,472.64285714285717,2
360,14,109,2023-10-21 00:00:00,24,80,Music,379,3.1,240,80.0,6,67,3.9899999999999998,423.2,10
361,59,101,2023-04-18 00:00:00,24,95,Electronics,500,4.5,312,95.0,8,253,3.9538461538461536,431.38461538461536,4
362,82,108,2023-11-22 00:00:00,30,147,Sports,727,3.6,360,147.0,7,35,4.133333333333334,501.75,11
363,56,105,2023-11-02 00:00:00,15,106,Electronics,800,4.8,75,106.0,4,55,4.18,341.8,11
364,65,109,2023-01-26 00:00:00,22,90,Music,379,3.1,154,90.0,4,335,3.5714285714285716,554.8571428571429,1
365,76,105,2023-09-26 00:00:00,20,87,Electronics,800,4.8,160,87.0,7,92,4.0625,403.25,9
366,93,105,2023-02-22 00:00:00,24,84,Electronics,800,4.8,240,84.0,5,308,4.01,371.5,2
367,37,101,2023-11-23 00:00:00,19,86,Electronics,500,4.5,266,86.0,8,34,4.071428571428571,504.85714285714283,11
368,26,105,2023-09-11 00:00:00,21,146,Electronics,800,4.8,189,146.0,8,107,3.933333333333333,363.3333333333333,9
369,33,109,2023-03-15 00:00:00,24,118,Music,379,3.1,264,118.0,7,287,3.7818181818181817,409.09090909090907,3
370,43,101,2023-03-14 00:00:00,30,89,Electronics,500,4.5,240,89.0,6,288,3.925,452.0,3
371,15,101,2023-05-25 00:00:00,18,90,Electronics,500,4.5,90,90.0,5,216,4.14,568.0,5
372,87,105,2023-12-18 00:00:00,30,128,Electronics,800,4.8,240,128.0,6,9,4.3125,511.25,12
373,29,108,2023-12-17 00:00:00,29,113,Sports,727,3.6,261,113.0,7,10,3.7333333333333334,508.77777777777777,12
374,21,104,2023-09-12 00:00:00,23,114,Beauty,30,4.0,345,114.0,8,106,4.073333333333333,369.46666666666664,9
375,83,108,2023-08-18 00:00:00,19,96,Sports,727,3.6,171,96.0,6,131,3.9555555555555557,471.55555555555554,8
376,69,108,2023-10-22 00:00:00,17,102,Sports,727,3.6,119,102.0,6,66,3.7142857142857144,209.28571428571428,10
377,23,103,2023-06-26 00:00:00,27,100,Home & Kitchen,200,4.2,216,100.0,7,184,4.0125,273.5,6
378,100,103,2023-07-08 00:00:00,26,107,Home & Kitchen,200,4.2,286,107.0,6,172,3.9545454545454546,391.09090909090907,7
379,84,102,2023-01-07 00:00:00,24,136,Clothing,50,3.8,336,136.0,8,354,4.128571428571428,385.85714285714283,1
380,8,108,2023-04-30 00:00:00,20,104,Sports,727,3.6,240,104.0,7,241,3.8249999999999997,313.75,4
381,73,101,2023-01-02 00:00:00,15,85,Electronics,500,4.5,165,85.0,8,359,3.872727272727273,436.3636363636364,1
382,62,108,2023-07-11 00:00:00,30,139,Sports,727,3.6,240,139.0,6,169,3.7624999999999997,548.75,7
383,14,106,2023-07-13 00:00:00,24,80,Automotive,855,4.2,240,80.0,6,167,3.9899999999999998,423.2,7
384,6,110,2023-05-06 00:00:00,27,119,Toys,29,3.5,324,119.0,5,235,3.8166666666666664,272.75,5
385,1,108,2023-10-05 00:00:00,25,120,Sports,727,3.6,500,120.0,9,83,4.04,471.7,10
386,9,102,2023-10-30 00:00:00,15,98,Clothing,50,3.8,120,98.0,5,58,3.9375,511.625,10
387,80,102,2023-09-14 00:00:00,19,83,Clothing,50,3.8,285,83.0,7,104,4.133333333333334,347.4,9
388,80,103,2023-08-03 00:00:00,19,83,Home & Kitchen,200,4.2,285,83.0,7,146,4.133333333333334,347.4,8
389,54,105,2023-06-14 00:00:00,29,128,Electronics,800,4.8,406,128.0,7,196,4.171428571428572,385.42857142857144,6
390,12,102,2023-06-04 00:00:00,18,125,Clothing,50,3.8,162,125.0,6,206,3.6555555555555554,258.55555555555554,6
391,5,105,2023-05-29 00:00:00,22,110,Electronics,800,4.8,242,110.0,6,212,4.109090909090909,559.7272727272727,5
392,40,106,2023-12-07 00:00:00,18,131,Automotive,855,4.2,216,131.0,7,20,4.166666666666667,462.8333333333333,12
393,93,109,2023-08-20 00:00:00,24,84,Music,379,3.1,240,84.0,5,129,4.01,371.5,8
394,46,103,2023-02-04 00:00:00,17,145,Home & Kitchen,200,4.2,153,145.0,6,326,3.9000000000000004,501.3333333333333,2
395,27,102,2023-08-30 00:00:00,22,92,Clothing,50,3.8,264,92.0,9,119,3.9250000000000003,480.4166666666667,8
396,75,107,2023-03-03 00:00:00,19,92,Books,783,3.8,152,92.0,5,299,4.0,440.625,3
397,53,104,2023-06-05 00:00:00,18,86,Beauty,30,4.0,108,86.0,4,205,3.6833333333333336,580.8333333333334,6
398,50,101,2023-08-17 00:00:00,18,101,Electronics,500,4.5,162,101.0,6,132,3.8000000000000003,336.6666666666667,8
399,92,104,2023-03-15 00:00:00,24,113,Beauty,30,4.0,360,113.0,8,287,3.9266666666666667,363.73333333333335,3
400,52,110,2023-11-25 00:00:00,18,93,Toys,29,3.5,216,93.0,6,32,3.891666666666667,389.3333333333333,11
401,100,106,2023-02-22 00:00:00,26,107,Automotive,855,4.2,286,107.0,6,308,3.9545454545454546,391.09090909090907,2
402,19,102,2023-03-26 00:00:00,22,150,Clothing,50,3.8,242,150.0,7,276,3.9454545454545453,356.45454545454544,3
403,35,104,2023-11-15 00:00:00,23,90,Beauty,30,4.0,230,90.0,6,42,3.8,256.4,11
404,52,108,2023-02-18 00:00:00,18,93,Sports,727,3.6,216,93.0,6,312,3.891666666666667,389.3333333333333,2
405,31,102,2023-10-27 00:00:00,16,92,Clothing,50,3.8,192,92.0,6,61,4.016666666666667,312.9166666666667,10
406,54,102,2023-05-22 00:00:00,29,128,Clothing,50,3.8,406,128.0,7,219,4.171428571428572,385.42857142857144,5
407,59,108,2023-09-23 00:00:00,24,95,Sports,727,3.6,312,95.0,8,95,3.9538461538461536,431.38461538461536,9
408,44,110,2023-06-05 00:00:00,30,85,Toys,29,3.5,390,85.0,8,205,3.8153846153846156,412.15384615384613,6
409,56,105,2023-04-01 00:00:00,15,106,Electronics,800,4.8,75,106.0,4,270,4.18,341.8,4
410,19,103,2023-02-04 00:00:00,22,150,Home & Kitchen,200,4.2,242,150.0,7,326,3.9454545454545453,356.45454545454544,2
411,46,101,2023-11-23 00:00:00,17,145,Electronics,500,4.5,153,145.0,6,34,3.9000000000000004,501.3333333333333,11
412,88,104,2023-02-07 00:00:00,23,97,Beauty,30,4.0,322,97.0,8,323,3.8214285714285716,472.64285714285717,2
413,66,103,2023-01-07 00:00:00,18,92,Home & Kitchen,200,4.2,198,92.0,7,354,4.209090909090909,472.8181818181818,1
414,71,105,2023-11-11 00:00:00,27,85,Electronics,800,4.8,270,85.0,6,46,4.39,644.3,11
415,54,101,2023-03-27 00:00:00,29,128,Electronics,500,4.5,406,128.0,7,275,4.171428571428572,385.42857142857144,3
416,49,101,2023-01-04 00:00:00,16,127,Electronics,500,4.5,160,127.0,8,357,3.9799999999999995,476.7,1
417,95,110,2023-03-17 00:00:00,21,142,Toys,29,3.5,273,142.0,7,285,3.9076923076923076,393.38461538461536,3
418,60,104,2023-08-23 00:00:00,30,143,Beauty,30,4.0,210,143.0,6,126,4.042857142857143,426.57142857142856,8
419,81,109,2023-09-25 00:00:00,16,141,Music,379,3.1,240,141.0,9,93,3.966666666666667,396.1333333333333,9
420,27,104,2023-03-20 00:00:00,22,92,Beauty,30,4.0,264,92.0,9,282,3.9250000000000003,480.4166666666667,3
421,36,101,2023-07-31 00:00:00,24,86,Electronics,500,4.5,336,86.0,7,149,3.935714285714286,435.7857142857143,7
422,59,105,2023-10-10 00:00:00,24,95,Electronics,800,4.8,312,95.0,8,78,3.9538461538461536,431.38461538461536,10
423,50,105,2023-12-30 00:00:00,18,101,Electronics,800,4.8,162,101.0,6,-3,3.8000000000000003,336.6666666666667,12
424,74,101,2023-09-13 00:00:00,15,106,Electronics,500,4.5,165,106.0,9,105,3.8363636363636364,357.0,9
425,45,103,2023-03-22 00:00:00,15,133,Home & Kitchen,200,4.2,105,133.0,5,280,4.228571428571429,415.57142857142856,3
426,14,106,2023-06-13 00:00:00,24,80,Automotive,855,4.2,240,80.0,6,197,3.9899999999999998,423.2,6
427,71,106,2023-02-22 00:00:00,27,85,Automotive,855,4.2,270,85.0,6,308,4.39,644.3,2
428,39,109,2023-03-22 00:00:00,15,130,Music,379,3.1,120,130.0,6,280,3.95,543.375,3
429,40,103,2023-07-08 00:00:00,18,131,Home & Kitchen,200,4.2,216,131.0,7,172,4.166666666666667,462.8333333333333,7
430,9,108,2023-04-10 00:00:00,15,98,Sports,727,3.6,120,98.0,5,261,3.9375,511.625,4
431,14,104,2023-05-08 00:00:00,24,80,Beauty,30,4.0,240,80.0,6,233,3.9899999999999998,423.2,5
432,8,107,2023-06-04 00:00:00,20,104,Books,783,3.8,240,104.0,7,206,3.8249999999999997,313.75,6
433,81,102,2023-02-21 00:00:00,16,141,Clothing,50,3.8,240,141.0,9,309,3.966666666666667,396.1333333333333,2
434,23,101,2023-12-02 00:00:00,27,100,Electronics,500,4.5,216,100.0,7,25,4.0125,273.5,12
435,80,103,2023-10-11 00:00:00,19,83,Home & Kitchen,200,4.2,285,83.0,7,77,4.133333333333334,347.4,10
436,90,103,2023-05-13 00:00:00,16,89,Home & Kitchen,200,4.2,176,89.0,6,228,3.9181818181818184,370.09090909090907,5
437,9,106,2023-12-25 00:00:00,15,98,Automotive,855,4.2,120,98.0,5,2,3.9375,511.625,12
438,100,106,2023-08-02 00:00:00,26,107,Automotive,855,4.2,286,107.0,6,147,3.9545454545454546,391.09090909090907,8
439,7,102,2023-04-14 00:00:00,30,108,Clothing,50,3.8,330,108.0,6,257,3.7545454545454544,374.1818181818182,4
440,82,103,2023-08-30 00:00:00,30,147,Home & Kitchen,200,4.2,360,147.0,7,119,4.133333333333334,501.75,8
441,72,109,2023-10-07 00:00:00,17,116,Music,379,3.1,204,116.0,7,81,3.783333333333333,243.58333333333334,10
442,85,108,2023-12-30 00:00:00,25,142,Sports,727,3.6,200,142.0,6,-3,4.0125,562.75,12
443,90,104,2023-04-18 00:00:00,16,89,Beauty,30,4.0,176,89.0,6,253,3.9181818181818184,370.09090909090907,4
444,67,108,2023-01-23 00:00:00,29,144,Sports,727,3.6,261,144.0,6,338,3.811111111111111,444.1111111111111,1
445,61,104,2023-12-15 00:00:00,15,117,Beauty,30,4.0,135,117.0,6,12,3.7666666666666666,416.1111111111111,12
446,17,102,2023-02-13 00:00:00,17,86,Clothing,50,3.8,119,86.0,4,317,3.685714285714286,449.14285714285717,2
447,57,101,2023-01-07 00:00:00,16,110,Electronics,500,4.5,128,110.0,7,354,3.7625,506.25,1
448,24,102,2023-07-25 00:00:00,25,123,Clothing,50,3.8,250,123.0,6,155,4.13,470.0,7
449,25,101,2023-05-26 00:00:00,16,80,Electronics,500,4.5,176,80.0,7,215,3.8818181818181823,315.8181818181818,5
450,5,109,2023-05-06 00:00:00,22,110,Music,379,3.1,242,110.0,6,235,4.109090909090909,559.7272727272727,5
451,50,109,2023-10-02 00:00:00,18,101,Music,379,3.1,162,101.0,6,86,3.8000000000000003,336.6666666666667,10
452,88,106,2023-08-29 00:00:00,23,97,Automotive,855,4.2,322,97.0,8,120,3.8214285714285716,472.64285714285717,8
453,31,104,2023-05-11 00:00:00,16,92,Beauty,30,4.0,192,92.0,6,230,4.016666666666667,312.9166666666667,5
454,55,104,2023-01-28 00:00:00,22,120,Beauty,30,4.0,220,120.0,7,333,3.8299999999999996,448.1,1
455,26,102,2023-08-24 00:00:00,21,146,Clothing,50,3.8,189,146.0,8,125,3.933333333333333,363.3333333333333,8
456,21,101,2023-07-27 00:00:00,23,114,Electronics,500,4.5,345,114.0,8,153,4.073333333333333,369.46666666666664,7
457,98,107,2023-02-21 00:00:00,29,102,Books,783,3.8,232,102.0,5,309,4.1875,485.375,2
458,58,102,2023-08-04 00:00:00,24,85,Clothing,50,3.8,216,85.0,5,145,3.8333333333333335,443.44444444444446,8
459,24,107,2023-11-16 00:00:00,25,123,Books,783,3.8,250,123.0,6,41,4.13,470.0,11
460,28,110,2023-06-08 00:00:00,22,95,Toys,29,3.5,132,95.0,4,202,3.8333333333333335,248.66666666666666,6
461,30,106,2023-01-14 00:00:00,23,103,Automotive,855,4.2,299,103.0,10,347,3.930769230769231,395.38461538461536,1
462,34,108,2023-12-15 00:00:00,28,81,Sports,727,3.6,364,81.0,8,12,4.023076923076923,546.0,12
463,54,101,2023-08-31 00:00:00,29,128,Electronics,500,4.5,406,128.0,7,118,4.171428571428572,385.42857142857144,8
464,52,102,2023-06-24 00:00:00,18,93,Clothing,50,3.8,216,93.0,6,186,3.891666666666667,389.3333333333333,6
465,87,105,2023-06-23 00:00:00,30,128,Electronics,800,4.8,240,128.0,6,187,4.3125,511.25,6
466,8,110,2023-04-08 00:00:00,20,104,Toys,29,3.5,240,104.0,7,263,3.8249999999999997,313.75,4
